Date,CROWSNEST RIVER AT FRANK,ELK RIVER AT FERNIE,HOSMER CREEK ABOVE DIVERSIONS
1981-03-31,1.94,19.8,0.1
1981-04-01,1.92,20.6,0.1
1981-04-02,1.9,19.9,0.093
1981-04-03,1.9,19.5,0.086
1981-04-04,1.88,19.0,0.086
1981-04-05,1.87,19.3,0.086
1981-04-06,1.91,19.4,0.079
1981-04-07,1.94,18.3,0.072
1981-04-08,1.93,18.4,0.079
1981-04-09,1.97,18.6,0.072
1981-04-10,1.93,17.9,0.066
1981-04-11,1.92,17.5,0.059
1981-04-12,1.97,18.0,0.059
1981-04-13,1.91,17.2,0.059
1981-04-14,1.91,16.7,0.072
1981-04-15,1.99,17.2,0.086
1981-04-16,2.25,19.1,0.138
1981-04-17,2.5,20.7,0.19
1981-04-18,2.79,22.1,0.216
1981-04-19,3.17,24.9,0.242
1981-04-20,3.64,28.6,0.292
1981-04-21,4.56,37.9,0.339
1981-04-22,4.66,41.1,0.53
1981-04-23,6.04,45.9,0.719
1981-04-24,8.87,72.5,0.566
1981-04-25,8.07,78.7,0.415
1981-04-26,7.06,70.5,0.459
1981-04-27,6.73,66.0,0.502
1981-04-28,7.16,67.4,0.547
1981-04-29,7.43,69.1,0.589
1981-04-30,8.28,73.3,1.11
1981-05-01,12.2,110.0,0.799
1981-05-02,13.7,142.0,0.825
1981-05-03,12.4,124.0,0.85
1981-05-04,11.7,108.0,0.85
1981-05-05,12.5,104.0,0.85
1981-05-06,11.3,95.1,0.719
1981-05-07,10.5,88.9,0.589
1981-05-08,11.1,87.8,0.535
1981-05-09,11.9,86.9,0.48
1981-05-10,12.0,88.3,0.425
1981-05-11,11.5,89.5,0.371
1981-05-12,10.8,85.5,0.365
1981-05-13,10.5,83.5,0.36
1981-05-14,11.0,86.9,0.355
1981-05-22,36.3,237.0,0.771
1981-05-29,30.0,300.0,0.641
1981-07-01,13.9,178.0,0.21
1981-07-02,13.2,177.0,0.19
1981-07-03,12.4,163.0,0.161
1981-07-04,12.3,165.0,0.147
1981-07-05,12.3,175.0,0.133
1981-07-06,12.3,174.0,0.142
1981-07-07,11.7,161.0,0.152
1981-07-08,10.6,142.0,0.133
1981-07-09,9.49,122.0,0.113
1981-07-10,9.19,113.0,0.113
1981-07-11,8.87,104.0,0.113
1981-07-12,8.62,97.1,0.113
1981-07-13,8.76,99.4,0.113
1981-07-14,8.69,104.0,0.106
1981-07-15,8.36,101.0,0.1
1981-07-16,8.09,95.1,0.093
1981-07-17,7.89,90.3,0.086
1981-07-18,7.77,88.1,0.086
1981-07-19,7.68,87.8,0.086
1981-07-20,7.59,88.9,0.079
1981-07-21,7.43,89.2,0.072
1981-07-22,7.37,90.0,0.072
1981-07-23,7.18,88.6,0.072
1981-07-24,7.06,88.6,0.066
1981-07-25,7.31,91.7,0.059
1981-07-26,7.28,95.7,0.059
1981-07-27,6.88,89.2,0.059
1981-07-28,6.92,87.8,0.052
1981-07-29,6.72,86.4,0.045
1981-07-30,6.39,83.0,0.045
1981-07-31,6.06,78.2,0.045
1981-08-01,5.77,74.5,0.045
1981-08-02,5.51,70.2,0.045
1981-08-03,5.45,66.5,0.045
1981-08-04,5.27,64.8,0.045
1981-08-05,5.01,62.6,0.045
1981-08-06,4.82,59.7,0.045
1981-08-07,4.7,57.8,0.045
1981-08-08,4.66,57.2,0.045
1981-08-09,4.61,57.2,0.045
1981-08-10,4.48,56.1,0.041
1981-08-11,4.31,54.4,0.036
1981-08-12,4.22,53.0,0.036
1981-08-13,4.13,54.4,0.036
1981-08-14,4.91,56.4,0.036
1981-08-15,4.94,56.9,0.036
1981-08-16,4.41,56.4,0.036
1981-08-17,4.22,53.8,0.036
1981-08-18,4.09,54.1,0.032
1981-08-19,4.07,51.5,0.027
1981-08-20,3.93,49.3,0.027
1981-08-21,3.78,48.1,0.027
1981-08-22,3.71,46.7,0.032
1981-08-23,3.52,45.0,0.036
1981-08-24,3.36,42.5,0.036
1981-08-25,3.28,40.8,0.036
1981-08-26,3.32,40.8,0.036
1981-08-27,3.45,39.6,0.036
1981-08-28,3.23,39.4,0.032
1981-08-29,3.14,38.8,0.027
1981-08-30,3.1,37.9,0.027
1981-08-31,2.99,37.4,0.031
1981-09-01,3.0,37.4,0.027
1981-09-02,2.98,36.8,0.027
1981-09-03,2.82,35.4,0.027
1981-09-04,2.77,34.3,0.027
1981-09-05,2.76,33.7,0.027
1981-09-06,2.68,32.8,0.027
1981-09-07,2.67,31.7,0.027
1981-09-08,2.58,30.6,0.027
1981-09-09,2.45,30.0,0.027
1981-09-10,2.39,29.2,0.027
1981-09-11,2.35,29.2,0.027
1981-09-12,2.27,29.2,0.023
1981-09-13,2.26,28.6,0.018
1981-09-14,2.43,28.3,0.018
1981-09-15,2.31,27.8,0.018
1981-09-16,2.27,27.1,0.018
1981-09-17,2.23,26.7,0.018
1981-09-18,2.16,26.4,0.018
1981-09-19,2.2,26.2,0.018
1981-09-20,2.19,26.4,0.018
1981-09-21,2.14,27.1,0.018
1981-09-22,2.12,27.1,0.018
1981-09-23,2.14,26.5,0.018
1981-09-24,2.08,25.9,0.018
1981-09-25,2.09,25.2,0.018
1981-09-26,2.15,25.4,0.039
1981-09-27,2.18,25.0,0.059
1981-09-28,2.34,25.1,0.052
1981-09-29,2.35,25.4,0.045
1981-09-30,2.21,24.1,0.062
1981-10-01,2.13,23.1,0.079
1981-10-02,2.52,27.6,0.062
1981-10-03,2.47,28.1,0.045
1981-10-04,2.34,26.4,0.045
1981-10-05,2.25,25.1,0.045
1981-10-06,2.23,24.3,0.045
1981-10-07,2.09,23.6,0.045
1981-10-08,2.07,23.0,0.052
1981-10-09,2.09,23.8,0.059
1981-10-10,2.09,23.3,0.059
1981-10-11,2.07,22.6,0.059
1981-10-12,2.1,22.2,0.052
1981-10-13,2.03,22.0,0.045
1981-10-14,2.0,21.8,0.045
1981-10-15,2.0,21.4,0.045
1981-10-16,1.97,21.1,0.045
1981-10-17,1.94,20.7,0.045
1981-10-18,1.98,20.5,0.045
1981-10-19,1.91,20.4,0.045
1981-10-20,1.84,19.9,0.045
1981-10-21,1.81,19.5,0.045
1981-10-22,1.84,18.9,0.045
1981-10-23,1.87,18.6,0.045
1981-10-24,1.86,18.6,0.045
1981-10-25,1.78,18.8,0.045
1981-10-26,1.84,18.8,0.045
1981-10-27,1.94,19.3,0.045
1981-10-28,1.9,19.2,0.045
1981-10-29,1.85,19.2,0.045
1981-10-30,1.83,18.8,0.045
1981-10-31,1.85,18.4,0.045
1981-11-01,1.76,18.3,0.045
1981-11-02,1.71,18.3,0.045
1981-11-03,1.68,18.3,0.045
1981-11-04,1.65,18.3,0.045
1981-11-05,1.64,18.0,0.045
1981-11-06,1.61,17.5,0.045
1981-11-07,1.61,17.6,0.045
1981-11-08,1.59,17.4,0.045
1981-11-09,1.61,16.9,0.045
1981-11-10,1.56,16.6,0.04
1981-11-11,1.56,16.5,0.045
1981-11-12,1.55,16.8,0.045
1981-11-13,1.57,17.0,0.045
1981-11-14,1.6,17.4,0.045
1981-11-15,1.64,17.4,0.045
1981-11-16,1.58,17.2,0.045
1981-11-17,1.58,17.2,0.045
1981-11-18,1.56,17.1,0.045
1981-11-19,1.54,16.5,0.045
1981-11-20,1.5,16.1,0.045
1981-11-21,1.49,16.1,0.045
1981-11-22,1.47,16.7,0.045
1981-11-23,1.44,16.2,0.045
1981-11-24,1.3,15.8,0.045
1981-11-25,1.11,14.2,0.045
1981-11-26,1.19,12.5,0.045
1982-03-16,1.2,13.8,0.061
1982-03-17,1.17,13.1,0.06
1982-03-18,1.16,12.6,0.059
1982-03-19,1.16,12.4,0.06
1982-03-20,1.23,12.4,0.061
1982-03-21,1.27,12.5,0.061
1982-03-22,1.27,12.2,0.061
1982-03-23,1.29,12.5,0.06
1982-03-24,1.26,12.8,0.059
1982-03-25,1.18,12.7,0.058
1982-03-26,1.33,13.5,0.06
1982-03-27,1.43,15.3,0.071
1982-03-28,1.38,15.4,0.086
1982-03-29,1.4,14.8,0.084
1982-03-30,1.36,15.0,0.081
1982-03-31,1.33,15.0,0.079
1982-04-01,1.31,14.8,0.079
1982-04-02,1.18,14.1,0.079
1982-04-03,1.17,13.5,0.076
1982-04-04,1.16,13.4,0.072
1982-04-05,1.17,13.8,0.069
1982-04-06,1.26,13.7,0.065
1982-04-07,1.23,12.8,0.072
1982-04-08,1.19,12.5,0.079
1982-04-09,1.24,13.1,0.089
1982-04-10,1.31,14.0,0.099
1982-04-11,1.55,17.4,0.155
1982-04-12,1.84,22.2,0.21
1982-04-13,1.76,25.0,0.19
1982-04-14,1.78,24.8,0.169
1982-04-15,1.67,22.1,0.141
1982-04-16,1.65,20.5,0.113
1982-04-17,1.68,19.7,0.106
1982-04-18,1.69,19.6,0.099
1982-04-19,1.63,18.4,0.106
1982-04-20,1.61,18.2,0.113
1982-04-21,1.72,19.2,0.122
1982-04-22,1.96,22.5,0.132
1982-04-23,2.4,28.9,0.141
1982-04-24,2.76,36.9,0.151
1982-04-25,2.72,36.5,0.212
1982-04-26,2.83,35.0,0.274
1982-04-27,3.04,37.2,0.323
1982-04-28,3.43,42.8,0.371
1982-04-29,3.68,44.2,0.424
1982-04-30,3.63,42.2,0.476
1982-05-01,3.9,44.4,0.466
1982-05-02,4.82,51.7,0.455
1982-05-03,5.58,62.7,0.365
1982-05-04,4.92,60.3,0.274
1982-05-05,4.59,54.2,0.282
1982-05-06,4.59,52.3,0.29
1982-05-07,4.76,53.0,0.315
1982-05-08,4.98,56.7,0.339
1982-05-09,4.62,54.1,0.274
1982-05-10,4.35,50.9,0.21
1982-05-11,4.37,50.1,0.354
1982-05-12,4.98,55.9,0.498
1982-05-13,5.77,63.2,0.646
1982-05-14,6.98,75.5,0.794
1982-05-15,8.58,96.1,0.768
1982-05-16,9.87,121.0,0.743
1982-05-17,11.0,134.0,0.72
1982-05-18,12.7,154.0,0.683
1982-05-19,12.7,155.0,0.7
1982-05-20,12.5,146.0,0.717
1982-05-21,13.3,155.0,0.783
1982-05-22,15.2,172.0,0.849
1982-05-23,15.8,183.0,0.839
1982-05-24,14.9,182.0,0.829
1982-05-25,15.7,204.0,0.829
1982-05-26,16.8,238.0,0.633
1982-05-27,15.1,206.0,0.589
1982-05-28,13.6,168.0,0.554
1982-05-29,12.4,138.0,0.534
1982-05-30,11.5,123.0,0.513
1982-05-31,11.2,116.0,0.494
1982-06-01,11.5,123.0,0.474
1982-06-02,12.1,137.0,0.494
1982-06-03,12.7,155.0,0.513
1982-06-04,13.1,172.0,0.471
1982-06-05,13.7,186.0,0.429
1982-06-06,14.1,192.0,0.471
1982-06-07,13.7,177.0,0.513
1982-06-08,12.7,155.0,0.435
1982-06-09,9.82,144.0,0.357
1982-06-10,10.5,148.0,0.416
1982-06-11,11.8,168.0,0.474
1982-06-12,12.8,193.0,0.484
1982-06-13,14.2,223.0,0.494
1982-06-14,15.5,243.0,0.514
1982-06-15,15.0,251.0,0.534
1982-06-16,14.0,257.0,0.472
1982-06-17,13.5,245.0,0.41
1982-06-18,13.0,220.0,0.442
1982-06-19,13.0,213.0,0.474
1982-06-20,13.2,217.0,0.432
1982-06-21,13.2,214.0,0.39
1982-06-22,12.8,207.0,0.432
1982-06-23,11.7,194.0,0.474
1982-06-24,11.1,176.0,0.432
1982-06-25,10.7,169.0,0.39
1982-06-26,10.8,163.0,0.358
1982-06-27,11.2,165.0,0.325
1982-06-28,10.9,160.0,0.341
1982-06-29,10.4,149.0,0.357
1982-06-30,10.9,143.0,0.274
1982-07-01,10.7,138.0,0.191
1982-07-02,10.1,131.0,0.145
1982-07-03,9.53,122.0,0.098
1982-07-04,8.82,116.0,0.098
1982-07-05,8.22,110.0,0.098
1982-07-06,7.78,103.0,0.098
1982-07-07,7.44,96.5,0.098
1982-07-08,7.24,91.1,0.098
1982-07-09,7.08,87.4,0.098
1982-07-10,6.81,84.0,0.092
1982-07-11,6.65,82.0,0.085
1982-07-12,6.48,80.8,0.092
1982-07-13,6.38,78.3,0.098
1982-07-14,6.72,77.2,0.092
1982-07-15,6.61,75.7,0.085
1982-07-16,6.3,70.2,0.085
1982-07-17,5.92,65.0,0.085
1982-07-18,5.62,62.7,0.085
1982-07-19,5.45,59.9,0.085
1982-07-20,5.49,59.8,0.072
1982-07-21,5.43,59.9,0.06
1982-07-22,5.2,59.7,0.06
1982-07-23,4.98,57.8,0.06
1982-07-24,4.77,55.1,0.06
1982-07-25,4.6,52.3,0.06
1982-07-26,4.52,49.7,0.036
1982-07-27,4.4,48.1,0.013
1982-07-28,4.29,46.9,0.013
1982-07-29,4.19,46.2,0.013
1982-07-30,4.09,45.6,0.013
1982-07-31,4.02,45.6,0.013
1982-08-01,3.92,46.9,0.013
1982-08-02,3.84,46.1,0.013
1982-08-03,3.76,46.0,0.013
1982-08-04,3.63,45.5,0.022
1982-08-05,3.45,43.2,0.03
1982-08-06,3.34,40.8,0.03
1982-08-07,3.18,39.0,0.03
1982-08-08,3.18,37.5,0.034
1982-08-09,3.38,37.8,0.038
1982-08-10,3.44,39.0,0.038
1982-08-11,3.27,37.8,0.038
1982-08-12,3.31,38.5,0.038
1982-08-13,3.27,39.7,0.038
1982-08-14,3.31,43.5,0.036
1982-08-15,3.25,41.5,0.035
1982-08-16,3.17,39.0,0.034
1982-08-17,3.09,37.1,0.033
1982-08-18,3.01,35.5,0.033
1982-08-19,2.93,33.8,0.033
1982-08-20,2.85,33.0,0.033
1982-08-21,2.78,32.5,0.033
1982-08-22,2.7,31.9,0.033
1982-08-23,2.62,31.3,0.033
1982-08-24,2.54,30.8,0.033
1982-08-25,2.41,29.9,0.033
1982-08-26,2.44,29.6,0.033
1982-08-27,2.41,30.7,0.033
1982-08-28,2.26,30.0,0.032
1982-08-29,2.26,30.3,0.03
1982-08-30,2.26,30.4,0.03
1982-08-31,2.15,29.6,0.03
1982-09-01,2.1,28.3,0.03
1982-09-02,2.0,27.5,0.03
1982-09-03,1.97,26.9,0.03
1982-09-04,2.44,30.3,0.03
1982-09-05,2.46,33.3,0.03
1982-09-06,2.29,34.3,0.03
1982-09-07,2.23,34.3,0.029
1982-09-08,2.12,32.7,0.028
1982-09-09,2.12,31.8,0.028
1982-09-10,2.39,32.0,0.028
1982-09-11,2.36,32.9,0.029
1982-09-12,2.34,32.4,0.03
1982-09-13,2.36,31.2,0.033
1982-09-14,2.28,29.2,0.035
1982-09-15,2.26,28.0,0.025
1982-09-16,2.2,27.3,0.014
1982-09-17,2.23,26.4,0.021
1982-09-18,2.17,26.1,0.028
1982-09-19,2.17,25.8,0.028
1982-09-20,2.25,25.6,0.028
1982-09-21,2.25,25.8,0.028
1982-09-22,2.13,25.9,0.028
1982-09-23,2.11,25.2,0.028
1982-09-24,2.11,25.0,0.028
1982-09-25,2.11,24.5,0.034
1982-09-26,2.46,27.1,0.04
1982-09-27,2.45,29.4,0.04
1982-09-28,2.57,30.3,0.04
1982-09-29,2.52,30.1,0.04
1982-09-30,2.43,29.1,0.04
1982-10-01,2.41,27.5,0.04
1982-10-02,2.37,27.0,0.04
1982-10-03,2.38,27.3,0.04
1982-10-04,2.32,27.0,0.04
1982-10-05,2.31,26.2,0.04
1982-10-06,2.3,25.2,0.04
1982-10-07,2.27,24.7,0.04
1982-10-08,2.25,24.1,0.04
1982-10-09,2.24,23.5,0.04
1982-10-10,2.21,22.7,0.04
1982-10-11,2.22,22.2,0.04
1982-10-12,2.13,21.9,0.039
1982-10-13,2.1,21.7,0.038
1982-10-14,2.11,21.0,0.038
1982-10-15,2.14,20.7,0.038
1982-10-16,2.13,20.7,0.038
1982-10-17,2.14,20.6,0.038
1982-10-18,2.12,21.1,0.038
1982-10-19,2.09,20.9,0.038
1982-10-20,2.1,20.5,0.038
1982-10-21,2.06,20.3,0.038
1982-10-22,2.09,20.6,0.07
1982-10-23,2.74,26.2,0.103
1982-10-24,2.49,25.9,0.082
1982-10-25,2.35,24.4,0.06
1982-10-26,2.3,23.3,0.06
1982-10-27,2.28,23.1,0.06
1982-10-28,2.21,22.7,0.082
1982-10-29,2.2,22.6,0.103
1982-10-30,2.19,21.7,0.103
1982-10-31,2.13,20.8,0.103
1982-11-01,2.13,20.2,0.074
1982-11-02,2.09,19.7,0.044
1982-11-03,2.08,19.2,0.044
1982-11-04,2.16,18.6,0.044
1982-11-05,2.2,19.1,0.044
1982-11-06,2.13,19.2,0.042
1982-11-07,2.05,18.6,0.04
1982-11-08,1.83,17.6,0.039
1982-11-09,1.92,17.1,0.038
1982-11-10,1.79,15.9,0.034
1982-11-11,1.79,16.1,0.032
1982-11-12,1.67,15.0,0.032
1982-11-13,1.73,16.4,0.032
1982-11-14,1.67,15.4,0.031
1982-11-15,1.61,14.5,0.031
1982-11-16,1.57,16.5,0.032
1982-11-17,1.8,17.1,0.033
1982-11-18,1.78,17.3,0.034
1982-11-19,1.5,16.6,0.034
1982-11-20,1.43,15.4,0.032
1982-11-21,1.36,13.9,0.029
1982-11-22,1.39,11.4,0.025
1982-11-23,1.39,10.5,0.025
1982-11-24,1.21,10.0,0.027
1982-11-25,1.26,9.8,0.027
1982-11-26,1.36,9.7,0.026
1982-11-27,1.43,9.8,0.027
1982-11-28,1.48,10.2,0.029
1982-11-29,1.51,10.5,0.03
1982-11-30,1.52,10.5,0.03
1982-12-01,1.5,10.6,0.029
1982-12-02,1.36,10.4,0.029
1982-12-03,1.59,10.5,0.036
1982-12-04,1.99,10.6,0.036
1982-12-05,1.76,10.4,0.033
1982-12-06,1.44,10.2,0.028
1982-12-07,1.39,9.9,0.026
1982-12-08,1.26,9.6,0.025
1982-12-09,1.3,9.3,0.024
1982-12-10,1.33,9.1,0.024
1982-12-11,1.33,8.9,0.024
1982-12-12,1.4,8.8,0.024
1982-12-13,1.47,9.0,0.025
1982-12-14,1.48,9.1,0.026
1982-12-15,1.48,9.3,0.026
1982-12-16,1.53,9.6,0.027
1982-12-17,1.55,9.8,0.027
1982-12-18,1.52,10.0,0.026
1982-12-19,1.47,9.9,0.025
1982-12-20,1.43,9.8,0.025
1982-12-21,1.4,9.6,0.024
1982-12-22,1.37,9.6,0.024
1982-12-23,1.36,9.5,0.023
1982-12-24,1.13,9.3,0.022
1982-12-25,1.18,9.3,0.022
1982-12-26,1.29,9.3,0.023
1982-12-27,1.28,9.2,0.023
1982-12-28,1.24,9.0,0.022
1982-12-29,1.24,8.8,0.022
1982-12-30,1.22,8.6,0.022
1982-12-31,1.22,8.5,0.021
1983-01-07,1.29,10.7,0.029
1983-01-31,1.23,10.0,0.035
1983-02-22,1.11,13.0,0.056
1983-02-23,1.14,13.4,0.062
1983-02-24,1.2,13.7,0.068
1983-02-25,1.19,14.4,0.074
1983-02-26,1.17,14.7,0.081
1983-02-27,1.13,13.9,0.087
1983-02-28,1.16,13.5,0.093
1983-03-01,1.19,13.8,0.097
1983-03-02,1.2,14.0,0.101
1983-03-03,1.25,13.4,0.105
1983-03-04,1.21,13.2,0.11
1983-03-05,1.2,12.9,0.114
1983-03-06,1.2,12.4,0.118
1983-03-07,1.17,12.4,0.122
1983-03-08,1.16,12.4,0.147
1983-03-09,1.51,14.7,0.171
1983-03-10,1.63,18.8,0.196
1983-03-11,1.49,20.6,0.221
1983-03-12,1.47,19.7,0.201
1983-03-13,1.43,19.0,0.181
1983-03-14,1.38,18.7,0.161
1983-03-15,1.34,17.9,0.141
1983-03-16,1.3,17.4,0.121
1983-03-17,1.3,16.8,0.101
1983-03-18,1.26,15.7,0.087
1983-03-19,1.17,14.5,0.074
1983-03-20,1.18,14.8,0.06
1983-03-21,1.2,14.9,0.067
1983-03-22,1.18,14.3,0.073
1983-03-23,1.19,14.5,0.08
1983-03-24,1.18,14.3,0.086
1983-03-25,1.19,14.7,0.093
1983-03-26,1.21,14.8,0.099
1983-03-27,1.23,15.0,0.106
1983-03-28,1.22,15.3,0.106
1983-03-29,1.21,15.6,0.106
1983-03-30,1.28,16.8,0.108
1983-03-31,1.28,17.0,0.11
1983-04-01,1.27,17.1,0.112
1983-04-02,1.27,17.3,0.129
1983-04-03,1.31,17.2,0.145
1983-04-04,1.29,17.1,0.16
1983-04-05,1.24,16.8,0.174
1983-04-06,1.31,17.1,0.174
1983-04-07,1.4,18.2,0.174
1983-04-08,1.43,18.9,0.178
1983-04-09,1.4,18.7,0.182
1983-04-10,1.4,18.2,0.182
1983-04-11,1.38,17.7,0.182
1983-04-12,1.39,17.4,0.199
1983-04-13,1.37,16.8,0.216
1983-04-14,1.38,16.7,0.239
1983-04-15,1.43,17.1,0.262
1983-04-16,1.49,17.8,0.262
1983-04-17,2.09,18.8,0.262
1983-04-18,2.72,21.0,0.32
1983-04-19,3.36,24.4,0.378
1983-04-20,3.99,29.0,0.446
1983-04-21,4.63,34.6,0.514
1983-04-22,5.26,43.1,0.758
1983-04-23,5.99,48.3,1.0
1983-04-24,6.43,64.0,0.758
1983-04-25,7.18,78.4,0.514
1983-04-26,6.37,67.2,0.417
1983-04-27,5.57,58.9,0.32
1983-04-28,4.77,53.0,0.326
1983-04-29,4.48,48.4,0.332
1983-04-30,4.49,47.2,0.34
1983-05-01,4.27,46.4,0.349
1983-05-02,4.23,45.9,0.349
1983-05-03,4.46,47.9,0.349
1983-05-04,4.78,50.3,0.398
1983-05-05,5.03,51.9,0.366
1983-05-06,5.7,55.4,0.44
1983-05-07,6.44,61.3,0.514
1983-05-08,6.58,63.0,0.514
1983-05-09,6.3,61.2,0.514
1983-05-10,5.93,58.0,0.308
1983-05-11,5.77,56.2,0.32
1983-05-12,5.82,56.5,0.314
1983-05-13,5.98,58.6,0.308
1983-05-14,6.22,62.7,0.343
1983-05-15,6.58,66.4,0.378
1983-05-16,6.72,67.8,0.378
1983-05-17,7.15,72.5,0.378
1983-05-18,7.61,79.0,0.391
1983-05-19,7.7,77.4,0.404
1983-05-20,7.72,76.0,0.513
1983-05-21,8.85,90.5,0.622
1983-05-22,10.0,107.0,0.725
1983-05-23,10.9,124.0,0.829
1983-05-24,12.4,144.0,0.859
1983-05-25,13.8,169.0,0.89
1983-05-26,15.0,200.0,1.04
1983-05-27,15.1,214.0,1.0
1983-05-28,14.6,215.0,0.931
1983-05-29,14.8,228.0,0.861
1983-05-30,15.0,247.0,0.79
1983-05-31,13.5,232.0,0.72
1983-06-01,12.9,204.0,0.649
1983-06-02,12.0,178.0,0.627
1983-06-03,12.5,167.0,0.604
1983-06-04,12.2,172.0,0.591
1983-06-05,11.4,167.0,0.577
1983-06-06,10.7,160.0,0.555
1983-06-07,10.4,160.0,0.532
1983-06-08,10.2,161.0,0.493
1983-06-09,10.4,160.0,0.411
1983-06-10,10.0,154.0,0.342
1983-06-11,9.96,141.0,0.274
1983-06-12,9.2,125.0,0.274
1983-06-13,8.61,111.0,0.274
1983-06-14,8.11,101.0,0.249
1983-06-15,8.02,98.1,0.225
1983-06-16,7.74,95.3,0.196
1983-06-17,7.62,93.0,0.167
1983-06-18,7.57,92.0,0.156
1983-06-19,7.09,86.4,0.145
1983-06-20,6.51,79.5,0.138
1983-06-21,6.05,73.6,0.132
1983-06-22,5.76,68.7,0.122
1983-06-23,5.79,70.2,0.112
1983-06-24,6.08,79.5,0.105
1983-06-25,6.12,87.1,0.098
1983-06-26,5.78,83.1,0.092
1983-06-27,5.75,78.2,0.085
1983-06-28,5.8,74.9,0.087
1983-06-29,6.27,72.8,0.088
1983-06-30,6.74,76.8,0.087
1983-07-01,6.45,75.0,0.085
1983-07-02,6.14,71.9,0.085
1983-07-03,6.0,72.9,0.085
1983-07-04,5.73,73.0,0.085
1983-07-05,5.68,73.0,0.085
1983-07-06,5.73,73.8,0.085
1983-07-07,5.8,74.8,0.085
1983-07-08,7.4,77.1,0.085
1983-07-09,6.88,76.1,0.085
1983-07-10,6.31,69.5,0.088
1983-07-11,5.87,64.9,0.09
1983-07-12,5.58,65.0,0.101
1983-07-13,5.9,74.9,0.112
1983-07-14,8.34,118.0,0.413
1983-07-15,8.12,107.0,0.713
1983-07-16,7.58,97.7,0.469
1983-07-17,7.39,90.1,0.225
1983-07-18,6.95,81.3,0.185
1983-07-19,6.68,74.9,0.145
1983-07-20,6.61,71.3,0.185
1983-07-21,6.29,68.7,0.225
1983-07-22,5.72,65.4,0.225
1983-07-23,5.47,62.3,0.225
1983-07-24,5.32,59.5,0.225
1983-07-25,5.39,58.4,0.225
1983-07-26,5.17,59.7,0.153
1983-07-27,4.71,58.0,0.08
1983-07-28,4.51,55.1,0.08
1983-07-29,4.3,51.9,0.08
1983-07-30,4.1,49.1,0.072
1983-07-31,3.97,47.1,0.064
1983-08-01,3.9,45.9,0.056
1983-08-02,3.75,44.8,0.056
1983-08-03,3.68,43.9,0.056
1983-08-04,3.59,43.7,0.05
1983-08-05,3.53,42.9,0.044
1983-08-06,3.41,41.1,0.042
1983-08-07,3.26,39.4,0.04
1983-08-08,3.33,39.4,0.04
1983-08-09,3.31,39.3,0.04
1983-08-10,3.22,38.6,0.048
1983-08-11,3.21,39.2,0.056
1983-08-12,3.16,38.3,0.049
1983-08-13,2.97,37.2,0.042
1983-08-14,2.76,36.1,0.042
1983-08-15,2.72,34.8,0.042
1983-08-16,2.63,33.8,0.042
1983-08-17,2.52,32.9,0.042
1983-08-18,2.46,32.2,0.04
1983-08-19,2.47,32.0,0.039
1983-08-20,2.4,31.1,0.039
1983-08-21,2.31,29.6,0.039
1983-08-22,2.28,28.8,0.038
1983-08-23,2.29,29.2,0.038
1983-08-24,2.33,29.7,0.038
1983-08-25,2.3,29.2,0.038
1983-08-26,2.25,28.7,0.04
1983-08-27,2.13,28.1,0.036
1983-08-28,2.12,27.7,0.036
1983-08-29,2.13,26.7,0.036
1983-08-30,2.09,25.8,0.036
1983-08-31,2.02,25.0,0.036
1983-09-01,2.02,24.5,0.036
1983-09-02,2.07,24.8,0.036
1983-09-03,2.03,24.8,0.036
1983-09-04,2.02,24.6,0.036
1983-09-05,2.02,24.6,0.036
1983-09-06,1.92,23.7,0.036
1983-09-07,1.87,23.2,0.036
1983-09-08,1.86,22.4,0.036
1983-09-09,1.87,22.2,0.036
1983-09-10,1.89,22.0,0.036
1983-09-11,1.88,21.8,0.036
1983-09-12,1.82,21.1,0.036
1983-09-13,1.8,20.4,0.036
1983-09-14,1.77,20.1,0.035
1983-09-15,1.75,19.6,0.035
1983-09-16,1.75,19.2,0.034
1983-09-17,1.88,19.5,0.034
1983-09-18,1.84,19.3,0.034
1983-09-19,1.8,19.4,0.034
1983-09-20,1.78,19.0,0.034
1983-09-21,1.73,18.5,0.034
1983-09-22,1.67,18.1,0.034
1983-09-23,1.67,17.7,0.033
1983-09-24,1.65,17.2,0.033
1983-09-25,1.67,16.8,0.036
1983-09-26,1.56,16.5,0.033
1983-09-27,1.63,16.8,0.033
1983-09-28,1.74,18.9,0.034
1983-09-29,1.67,18.0,0.034
1983-09-30,1.63,17.6,0.034
1983-10-01,1.63,17.3,0.035
1983-10-02,1.56,17.1,0.036
1983-10-03,1.51,17.0,0.036
1983-10-04,1.52,16.8,0.036
1983-10-05,1.6,16.6,0.036
1983-10-06,1.52,16.7,0.036
1983-10-07,1.53,16.5,0.036
1983-10-08,1.57,16.5,0.036
1983-10-09,1.54,16.3,0.036
1983-10-10,1.59,16.1,0.036
1983-10-11,1.54,15.5,0.036
1983-10-12,1.53,15.5,0.036
1983-10-13,1.45,15.5,0.035
1983-10-14,1.46,15.5,0.034
1983-10-15,1.48,15.2,0.034
1983-10-16,1.46,15.1,0.034
1983-10-17,1.45,15.1,0.035
1983-10-18,1.45,15.2,0.036
1983-10-19,1.45,14.9,0.036
1983-10-20,1.39,14.7,0.036
1983-10-21,1.39,14.7,0.036
1983-10-22,1.5,16.0,0.036
1983-10-23,1.62,17.0,0.036
