Date,CROWSNEST RIVER AT FRANK,ELK RIVER AT FERNIE,HOSMER CREEK ABOVE DIVERSIONS
2010-07-17,6.16,60.7,0.071
2010-07-18,6.01,58.4,0.07
2010-07-19,5.82,57.1,0.066
2010-07-20,5.53,55.6,0.065
2010-07-21,5.34,53.2,0.063
2010-07-22,5.32,53.4,0.064
2010-07-23,5.23,54.3,0.066
2010-07-24,4.95,53.1,0.06
2010-07-25,4.78,51.4,0.054
2010-07-26,4.69,49.9,0.049
2010-07-27,4.62,48.2,0.048
2010-07-28,4.5,47.1,0.048
2010-07-29,4.33,45.6,0.045
2010-07-30,4.18,44.9,0.043
2010-07-31,4.16,44.0,0.043
2010-08-01,5.41,44.4,0.047
2010-08-02,4.57,43.2,0.046
2010-08-03,4.27,41.8,0.042
2010-08-04,4.07,40.7,0.04
2010-08-05,3.9,38.9,0.038
2010-08-06,3.92,38.3,0.039
2010-08-07,3.87,39.3,0.037
2010-08-08,3.71,39.0,0.041
2010-08-09,3.61,38.5,0.038
2010-08-10,3.59,38.2,0.036
2010-08-11,3.56,37.3,0.037
2010-08-12,3.48,36.1,0.038
2010-08-13,3.85,37.0,0.048
2010-08-14,3.78,36.9,0.04
2010-08-15,3.56,36.3,0.037
2010-08-16,3.42,34.5,0.035
2010-08-17,3.31,32.5,0.034
2010-08-18,3.24,31.6,0.031
2010-08-19,3.12,30.4,0.029
2010-08-20,3.0,29.6,0.026
2010-08-21,2.91,29.0,0.026
2010-08-22,2.88,28.2,0.026
2010-08-23,2.83,27.5,0.027
2010-08-24,2.74,26.6,0.027
2010-08-25,2.67,25.2,0.024
2010-08-26,2.63,23.8,0.023
2010-08-27,2.56,23.1,0.023
2010-08-28,2.51,23.5,0.02
2010-08-29,2.93,25.6,0.035
2010-08-30,2.89,25.1,0.03
2010-08-31,2.73,23.7,0.028
2010-09-01,2.63,23.2,0.028
2010-09-02,2.58,22.5,0.028
2010-09-03,2.54,21.8,0.027
2010-09-04,2.48,21.3,0.027
2010-09-05,2.8,21.9,0.035
2010-09-06,2.84,23.1,0.035
2010-09-07,2.72,22.8,0.031
2010-09-08,3.24,23.7,0.037
2010-09-09,3.85,26.4,0.036
2010-09-10,3.74,26.8,0.034
2010-09-11,3.56,26.2,0.03
2010-09-12,3.36,25.6,0.028
2010-09-13,3.26,25.1,0.027
2010-09-14,3.29,25.2,0.029
2010-09-15,3.24,26.6,0.028
2010-09-16,3.57,29.5,0.033
2010-09-17,3.88,34.8,0.041
2010-09-18,3.81,39.0,0.036
2010-09-19,5.15,43.2,0.066
2010-09-20,8.0,55.1,0.091
2010-09-21,10.6,67.6,0.168
2010-09-22,9.55,65.8,0.103
2010-09-23,8.59,61.9,0.08
2010-09-24,7.71,57.6,0.069
2010-09-25,6.94,53.0,0.059
2010-09-26,6.35,50.0,0.052
2010-09-27,6.15,47.9,0.048
2010-09-28,6.02,47.3,0.048
2010-09-29,5.9,48.7,0.048
2010-09-30,5.35,49.1,0.044
2010-10-01,4.98,46.9,0.04
2010-10-02,4.74,43.9,0.039
2010-10-03,4.47,41.2,0.038
2010-10-04,4.33,40.3,0.04
2010-10-05,4.15,37.8,0.037
2010-10-06,4.0,36.2,0.034
2010-10-07,3.95,35.2,0.033
2010-10-08,3.75,33.2,0.032
2010-10-09,3.64,31.6,0.032
2010-10-10,3.56,30.9,0.04
2010-10-11,3.76,31.8,0.066
2010-10-12,3.61,31.1,0.05
2010-10-13,3.43,29.9,0.044
2010-10-14,3.31,28.6,0.041
2010-10-15,3.18,27.5,0.04
2010-10-16,3.14,26.8,0.039
2010-10-17,3.1,26.1,0.038
2010-10-18,3.04,25.2,0.037
2010-10-19,3.0,24.1,0.037
2010-10-20,2.91,23.3,0.036
2010-10-21,2.86,22.9,0.035
2010-10-22,2.84,22.3,0.035
2010-10-23,2.85,22.0,0.035
2010-10-24,2.88,22.6,0.044
2010-10-25,2.92,23.5,0.052
2010-10-26,2.79,22.3,0.044
2010-10-27,2.72,21.6,0.04
2010-10-28,2.65,21.0,0.037
2010-10-29,2.62,21.1,0.037
2010-10-30,2.58,20.5,0.037
2010-10-31,2.58,20.2,0.043
2010-11-01,2.64,20.8,0.06
2010-11-02,3.21,24.8,0.176
2010-11-03,2.95,24.6,0.12
2010-11-04,2.85,22.8,0.094
2010-11-05,2.75,21.8,0.086
2010-11-06,2.74,21.6,0.087
2010-11-07,2.94,24.9,0.131
2010-11-08,2.94,28.2,0.143
2010-11-09,2.91,26.4,0.124
2010-11-10,2.77,24.4,0.107
2010-11-11,2.7,22.7,0.096
2010-11-12,2.68,21.6,0.087
2010-11-13,2.68,20.8,0.077
2010-11-14,2.65,20.3,0.072
2010-11-15,2.63,19.9,0.068
2010-11-16,2.56,19.9,0.063
2010-11-17,2.06,18.9,0.056
2010-11-18,1.84,17.1,0.044
2010-11-19,1.72,15.0,0.036
2010-11-20,1.68,9.0,0.028
2010-11-21,1.6,7.4,0.025
2010-11-22,1.5,6.7,0.018
2010-11-23,1.55,6.3,0.015
2010-11-24,1.58,6.1,0.014
2010-11-25,1.64,7.0,0.016
2010-11-26,1.78,9.0,0.019
2010-11-27,1.91,11.0,0.028
2010-11-28,2.02,13.3,0.029
2010-11-29,2.08,14.0,0.028
2010-11-30,2.12,13.0,0.027
2010-12-01,2.15,14.0,0.032
2010-12-02,2.14,16.0,0.035
2010-12-03,2.06,17.0,0.037
2010-12-04,1.93,16.5,0.034
2010-12-05,1.97,12.5,0.03
2010-12-06,2.02,11.5,0.028
2010-12-07,2.06,13.9,0.034
2010-12-08,2.08,15.5,0.033
2010-12-09,2.04,16.3,0.033
2010-12-10,1.98,16.5,0.033
2010-12-11,1.88,16.0,0.034
2010-12-12,1.87,15.0,0.031
2010-12-13,1.91,15.5,0.032
2010-12-14,1.9,16.2,0.033
2010-12-15,1.88,17.0,0.034
2010-12-16,1.82,15.8,0.032
2010-12-17,1.71,14.0,0.027
2010-12-18,1.65,10.0,0.021
2010-12-19,1.67,8.0,0.018
2010-12-20,1.68,9.0,0.019
2010-12-21,1.74,10.0,0.021
2010-12-22,1.76,11.0,0.022
2010-12-23,1.79,11.7,0.024
2010-12-24,1.82,12.0,0.024
2010-12-25,1.82,13.0,0.026
2010-12-26,1.8,14.3,0.028
2010-12-27,1.77,15.0,0.03
2010-12-28,1.77,15.8,0.032
2010-12-29,1.73,14.5,0.03
2010-12-30,1.66,12.0,0.028
2010-12-31,1.64,9.5,0.02
2011-01-01,1.68,9.0,0.018
2011-01-02,1.7,10.0,0.024
2011-01-03,1.72,11.0,0.026
2011-01-04,1.74,12.0,0.028
2011-01-05,1.75,14.0,0.032
2011-01-06,1.7,15.8,0.034
2011-01-07,1.67,17.0,0.036
2011-01-08,1.67,16.7,0.037
2011-01-09,1.62,16.3,0.037
2011-01-10,1.55,15.0,0.037
2011-01-11,1.41,12.0,0.038
2011-01-12,1.38,10.0,0.036
2011-01-13,1.37,8.3,0.035
2011-01-14,1.39,9.0,0.035
2011-01-15,1.43,13.0,0.035
2011-01-16,1.4,16.0,0.035
2011-01-17,1.38,18.0,0.035
2011-01-18,1.39,18.3,0.034
2011-01-19,1.41,18.0,0.034
2011-01-20,1.43,16.0,0.033
2011-01-21,1.5,14.0,0.033
2011-01-22,1.42,15.0,0.033
2011-01-23,1.45,16.0,0.033
2011-01-24,1.45,16.5,0.033
2011-01-25,1.43,16.3,0.033
2011-01-26,1.43,15.0,0.033
2011-01-27,1.42,16.0,0.032
2011-01-28,1.42,17.0,0.032
2011-01-29,1.35,16.7,0.032
2011-01-30,1.3,16.0,0.032
2011-01-31,1.22,14.0,0.031
2011-02-01,1.23,12.0,0.031
2011-02-02,1.28,9.0,0.03
2011-02-03,1.32,7.8,0.03
2011-02-04,1.38,10.0,0.03
2011-02-05,1.36,12.0,0.031
2011-02-06,1.27,13.0,0.031
2011-02-07,1.25,14.2,0.031
2011-02-08,1.23,14.0,0.031
2011-02-09,1.21,13.8,0.03
2011-02-10,1.26,13.0,0.03
2011-02-11,1.25,12.3,0.03
2011-02-12,1.25,12.0,0.029
2011-02-13,1.27,13.7,0.029
2011-02-14,1.28,14.2,0.029
2011-02-15,1.28,15.0,0.029
2011-02-16,1.26,15.3,0.029
2011-02-17,1.2,14.5,0.029
2011-02-18,1.19,14.0,0.029
2011-02-19,1.17,13.3,0.028
2011-02-20,1.17,13.0,0.028
2011-02-21,1.13,12.8,0.028
2011-02-22,1.13,13.5,0.028
2011-02-23,1.08,13.9,0.028
2011-02-24,1.02,13.0,0.028
2011-02-25,1.05,10.0,0.027
2011-02-26,1.01,9.0,0.027
2011-02-27,1.03,8.1,0.027
2011-02-28,1.02,8.5,0.027
2011-03-01,0.91,10.5,0.027
2011-03-02,0.895,11.0,0.027
2011-03-03,0.91,11.5,0.027
2011-03-04,0.925,12.7,0.027
2011-03-05,0.97,13.0,0.025
2011-03-06,1.05,13.4,0.026
2011-03-07,1.06,13.0,0.025
2011-03-08,1.08,11.5,0.026
2011-03-09,1.1,12.0,0.025
2011-03-10,1.11,12.5,0.032
2011-03-11,1.13,13.0,0.033
2011-03-12,1.14,13.4,0.03
2011-03-13,1.13,13.5,0.029
2011-03-14,1.1,13.8,0.029
2011-03-15,1.05,14.5,0.029
2011-03-16,1.03,15.0,0.03
2011-03-17,0.97,14.7,0.033
2011-03-18,0.95,14.0,0.032
2011-03-19,0.94,13.5,0.031
2011-03-20,0.935,13.0,0.032
2011-03-21,0.93,13.4,0.032
2011-03-22,0.95,13.8,0.032
2011-03-23,0.97,14.0,0.032
2011-03-24,1.01,13.8,0.032
2011-03-25,1.05,13.6,0.032
2011-03-26,1.08,13.8,0.032
2011-03-27,1.11,14.0,0.034
2011-03-28,1.13,14.5,0.035
2011-03-29,1.17,15.5,0.036
2011-03-30,1.19,17.3,0.04
2011-03-31,1.27,19.5,0.065
2011-04-01,1.5,21.3,0.103
2011-04-02,1.67,21.8,0.088
2011-04-03,1.78,19.7,0.072
2011-04-04,1.7,19.1,0.066
2011-04-05,1.55,19.0,0.061
2011-04-06,1.48,18.7,0.056
2011-04-07,1.41,18.3,0.053
2011-04-08,1.39,17.9,0.051
2011-04-09,1.43,17.9,0.051
2011-04-10,1.57,18.3,0.054
2011-04-11,1.69,20.7,0.082
2011-04-12,1.67,21.5,0.091
2011-04-13,1.66,21.5,0.091
2011-04-14,1.67,22.1,0.091
2011-04-15,1.62,21.5,0.083
2011-04-16,1.65,21.4,0.078
2011-04-17,1.68,21.5,0.074
2011-04-18,1.63,20.3,0.069
2011-04-19,1.65,19.6,0.064
2011-04-20,1.59,19.7,0.063
2011-04-21,1.55,19.7,0.06
2011-04-22,1.64,20.3,0.062
2011-04-23,1.74,20.7,0.076
2011-04-24,1.9,22.3,0.118
2011-04-25,2.09,24.7,0.169
2011-04-26,2.34,26.6,0.169
2011-04-27,2.74,29.0,0.176
2011-04-28,3.04,31.0,0.159
2011-04-29,2.93,30.0,0.132
2011-04-30,2.73,28.8,0.115
2011-05-01,2.77,28.4,0.117
2011-05-02,3.4,30.5,0.166
2011-05-03,4.21,35.3,0.228
2011-05-04,4.6,37.6,0.215
2011-05-05,5.66,40.7,0.236
2011-05-06,6.47,45.3,0.256
2011-05-07,7.34,48.4,0.27
2011-05-08,8.71,51.1,0.279
2011-05-09,9.41,54.2,0.307
2011-05-10,10.2,59.7,0.44
2011-05-11,13.5,71.1,0.661
2011-05-12,16.9,91.0,0.875
2011-05-13,17.6,106.0,0.702
2011-05-14,19.2,114.0,0.678
2011-05-15,18.5,127.0,0.729
2011-05-16,16.9,124.0,0.651
2011-05-17,16.1,117.0,0.58
2011-05-18,14.9,107.0,0.428
2011-05-19,15.2,106.0,0.451
2011-05-20,15.5,110.0,0.636
2011-05-21,17.3,117.0,0.751
2011-05-22,19.8,135.0,0.843
2011-05-23,22.0,154.0,0.917
2011-05-24,23.2,166.0,0.887
2011-05-25,22.1,167.0,0.774
2011-05-26,43.4,183.0,0.887
2011-05-27,38.3,211.0,0.82
2011-05-28,31.2,193.0,0.66
2011-05-29,27.7,173.0,0.57
2011-05-30,24.4,159.0,0.509
2011-05-31,22.7,150.0,0.455
2011-06-01,22.9,150.0,0.513
2011-06-02,24.5,156.0,0.556
2011-06-03,28.2,163.0,0.594
2011-06-04,28.7,173.0,0.648
2011-06-05,30.1,200.0,0.774
2011-06-06,31.6,232.0,0.919
2011-06-07,33.6,250.0,0.852
2011-06-08,49.6,263.0,0.795
2011-06-09,46.5,252.0,0.694
2011-06-10,38.7,231.0,0.69
2011-06-11,37.0,238.0,0.74
2011-06-12,34.4,245.0,0.727
2011-06-13,31.0,239.0,0.721
2011-06-14,27.9,228.0,0.688
2011-06-15,26.4,230.0,0.677
2011-06-16,24.5,225.0,0.625
2011-06-17,22.1,213.0,0.523
2011-06-18,20.8,206.0,0.522
2011-06-19,20.2,211.0,0.548
2011-06-20,20.1,221.0,0.573
2011-06-21,20.4,237.0,0.624
2011-06-22,20.7,252.0,0.647
2011-06-23,20.5,256.0,0.664
2011-06-24,19.4,251.0,0.597
2011-06-25,17.3,226.0,0.434
2011-06-26,15.3,198.0,0.358
2011-06-27,13.9,178.0,0.344
2011-06-28,13.7,177.0,0.378
2011-06-29,14.7,195.0,0.469
2011-06-30,16.0,216.0,0.514
2011-07-01,14.8,209.0,0.365
2011-07-02,13.4,191.0,0.305
2011-07-03,13.0,178.0,0.305
2011-07-04,12.8,172.0,0.285
2011-07-05,12.4,166.0,0.26
2011-07-06,12.0,161.0,0.238
2011-07-07,11.9,159.0,0.223
2011-07-08,11.9,159.0,0.223
2011-07-09,11.2,148.0,0.188
2011-07-10,9.5,131.0,0.168
2011-07-11,7.93,118.0,0.156
2011-07-12,10.5,116.0,0.153
2011-07-13,11.1,118.0,0.154
2011-07-14,11.0,119.0,0.138
2011-07-15,9.59,114.0,0.132
2011-07-16,7.72,103.0,0.119
2011-07-17,7.81,96.0,0.111
2011-07-18,7.67,93.4,0.098
2011-07-19,7.71,93.2,0.09
2011-07-20,7.86,93.5,0.088
2011-07-21,7.36,90.4,0.085
2011-07-22,7.43,86.8,0.117
2011-07-23,7.5,82.9,0.101
2011-07-24,7.03,74.8,0.084
2011-07-25,6.89,70.0,0.081
2011-07-26,7.35,70.4,0.09
2011-07-27,7.19,68.7,0.08
2011-07-28,6.87,67.2,0.075
2011-07-29,6.63,64.8,0.068
2011-07-30,6.41,62.4,0.065
2011-07-31,6.2,60.1,0.06
2011-08-01,6.0,58.2,0.055
2011-08-02,5.82,56.8,0.05
2011-08-03,5.66,55.0,0.049
2011-08-04,5.52,52.4,0.046
2011-08-05,5.49,49.6,0.047
2011-08-06,5.37,47.8,0.046
2011-08-07,5.19,46.3,0.042
2011-08-08,5.04,44.9,0.04
2011-08-09,4.98,43.9,0.05
2011-08-10,4.89,42.7,0.049
2011-08-11,4.75,40.7,0.043
2011-08-12,4.67,40.7,0.046
2011-08-13,4.43,39.2,0.045
2011-08-14,4.3,38.1,0.042
2011-08-15,4.17,37.4,0.039
2011-08-16,4.08,37.2,0.037
2011-08-17,3.92,35.9,0.036
2011-08-18,3.82,34.2,0.036
2011-08-19,3.77,33.2,0.035
2011-08-20,3.7,32.3,0.035
2011-08-21,3.61,31.3,0.034
2011-08-22,3.5,30.4,0.034
2011-08-23,3.42,29.8,0.034
2011-08-24,3.39,30.0,0.034
2011-08-25,3.35,29.9,0.034
2011-08-26,3.32,29.8,0.033
2011-08-27,3.29,29.4,0.032
2011-08-28,3.23,28.9,0.031
2011-08-29,3.19,28.6,0.031
2011-08-30,3.12,28.2,0.039
2011-08-31,3.22,28.9,0.048
2011-09-01,3.44,31.7,0.042
2011-09-02,3.23,30.9,0.037
2011-09-03,3.1,29.7,0.035
2011-09-04,3.02,28.5,0.034
2011-09-05,2.9,27.4,0.034
2011-09-06,2.8,26.5,0.033
2011-09-07,2.74,25.8,0.032
2011-09-08,2.69,25.2,0.032
2011-09-09,2.66,24.8,0.031
2011-09-10,2.62,24.4,0.031
2011-09-11,2.58,24.1,0.03
2011-09-12,2.53,23.7,0.031
2011-09-13,2.51,23.6,0.031
2011-09-14,2.5,23.8,0.031
2011-09-15,2.5,24.0,0.032
2011-09-16,2.44,23.7,0.031
2011-09-17,2.36,23.2,0.03
2011-09-18,2.33,23.1,0.031
2011-09-19,2.43,23.6,0.043
2011-09-20,2.41,23.2,0.034
2011-09-21,2.34,22.4,0.033
2011-09-22,2.23,21.7,0.031
2011-09-23,2.15,20.9,0.031
2011-09-24,2.08,20.3,0.03
2011-09-25,2.06,20.1,0.03
2011-09-26,2.08,20.3,0.031
2011-09-27,2.21,22.3,0.053
2011-09-28,2.33,22.5,0.038
2011-09-29,2.27,22.0,0.034
2011-09-30,2.23,21.5,0.033
2011-10-01,2.16,21.3,0.035
2011-10-02,2.18,21.3,0.034
2011-10-03,2.16,20.7,0.033
2011-10-04,2.19,20.5,0.034
2011-10-05,2.26,20.5,0.036
2011-10-06,4.13,24.6,0.095
2011-10-07,4.39,27.8,0.083
2011-10-08,4.55,29.6,0.065
2011-10-09,3.97,27.3,0.049
2011-10-10,3.64,25.8,0.047
2011-10-11,3.6,26.4,0.082
2011-10-12,3.78,28.4,0.102
2011-10-13,3.65,27.7,0.084
2011-10-14,3.43,25.9,0.069
2011-10-15,3.31,24.7,0.06
2011-10-16,3.2,23.8,0.054
2011-10-17,3.07,23.1,0.05
2011-10-18,2.98,22.4,0.047
2011-10-19,2.93,22.0,0.045
2011-10-20,2.84,21.7,0.047
2011-10-21,2.85,21.5,0.047
2011-10-22,2.85,21.6,0.053
2011-10-23,2.94,21.9,0.054
2011-10-24,2.84,21.5,0.048
2011-10-25,2.71,21.0,0.044
2011-10-26,2.65,20.5,0.042
2011-10-27,2.56,20.1,0.041
2011-10-28,2.61,19.5,0.039
2011-10-29,2.5,19.5,0.04
2011-10-30,2.49,19.0,0.04
2011-10-31,2.44,19.3,0.043
2011-11-01,2.42,18.8,0.038
2011-11-02,2.34,18.2,0.037
2011-11-03,2.27,17.9,0.035
2011-11-04,2.28,17.9,0.036
2011-11-05,2.04,17.6,0.033
2011-11-06,2.0,16.7,0.023
2011-11-07,2.05,16.3,0.025
2011-11-08,2.15,16.1,0.032
2011-11-09,2.14,15.8,0.033
2011-11-10,2.19,15.9,0.034
2011-11-11,2.16,16.4,0.035
2011-11-12,2.13,16.8,0.036
2011-11-13,2.0,16.3,0.035
2011-11-14,1.49,16.0,0.033
2011-11-15,0.966,14.9,0.028
2011-11-16,1.33,13.5,0.027
2011-11-17,1.84,13.9,0.028
2011-11-18,1.76,14.1,0.027
2011-11-19,1.48,14.3,0.027
2011-11-20,1.52,14.1,0.027
2011-11-21,1.66,14.9,0.028
2011-11-22,1.88,17.1,0.037
2011-11-23,2.68,25.7,0.134
2011-11-24,2.95,30.7,0.12
2011-11-25,2.47,24.2,0.072
2011-11-26,2.17,20.6,0.055
2011-11-27,2.44,20.2,0.052
2011-11-28,2.4,20.4,0.05
2011-11-29,2.23,19.2,0.048
2011-11-30,2.12,18.8,0.046
2011-12-01,1.65,17.9,0.043
2011-12-02,1.57,17.1,0.04
2011-12-03,1.4,15.8,0.025
2011-12-04,1.31,14.8,0.025
2011-12-05,1.46,14.7,0.026
2011-12-06,1.28,15.5,0.026
2011-12-07,1.43,15.5,0.026
2011-12-08,1.43,14.7,0.023
2011-12-09,1.53,14.0,0.02
2011-12-10,1.66,13.8,0.021
2011-12-11,1.67,13.7,0.025
2011-12-12,1.6,13.7,0.023
2011-12-13,1.37,13.6,0.023
2011-12-14,1.48,13.6,0.029
2011-12-15,1.56,13.9,0.032
2011-12-16,1.52,14.6,0.032
2011-12-17,1.57,15.3,0.032
2011-12-18,1.59,15.6,0.033
2011-12-19,1.54,14.9,0.031
2011-12-20,1.59,14.5,0.031
2011-12-21,1.54,14.5,0.028
2011-12-22,1.14,14.4,0.022
2011-12-23,1.04,14.1,0.023
2011-12-24,1.48,13.5,0.024
2011-12-25,1.83,13.1,0.024
2011-12-26,1.6,13.5,0.024
2011-12-27,1.51,13.9,0.024
2011-12-28,1.64,14.7,0.027
2011-12-29,1.74,15.0,0.031
2011-12-30,1.68,14.7,0.031
2011-12-31,1.42,14.4,0.03
2012-01-01,1.14,13.7,0.028
2012-01-02,1.59,13.0,0.027
2012-01-03,1.68,14.3,0.027
2012-01-04,1.61,14.4,0.029
2012-01-05,1.88,15.8,0.048
2012-01-06,1.46,14.8,0.044
2012-01-07,1.15,14.1,0.042
2012-01-08,1.38,14.0,0.04
2012-01-09,1.49,14.3,0.039
2012-01-10,1.33,14.3,0.038
2012-01-11,1.15,13.4,0.031
2012-01-12,1.31,12.3,0.031
2012-01-13,1.44,12.8,0.032
2012-01-14,1.47,13.9,0.035
2012-01-15,1.45,14.2,0.033
2012-01-16,1.26,13.1,0.03
2012-01-17,1.19,9.26,0.028
2012-01-18,1.12,6.99,0.028
2012-01-19,1.24,7.67,0.029
2012-01-20,1.42,9.17,0.029
2012-01-21,1.46,11.7,0.029
2012-01-22,1.45,12.4,0.028
2012-01-23,1.43,11.1,0.027
2012-01-24,1.4,11.5,0.027
2012-01-25,1.39,12.5,0.027
2012-01-26,1.4,12.7,0.027
2012-01-27,1.36,14.1,0.026
2012-01-28,1.33,12.9,0.026
2012-01-29,1.4,12.8,0.029
2012-01-30,1.54,13.7,0.031
2012-01-31,1.47,15.2,0.029
2012-02-01,1.41,14.4,0.029
2012-02-02,1.4,13.6,0.029
2012-02-03,1.21,13.0,0.028
2012-02-04,1.13,12.4,0.027
2012-02-05,1.12,12.0,0.026
2012-02-06,1.16,11.8,0.026
2012-02-07,1.11,11.1,0.025
2012-02-08,1.05,10.5,0.025
2012-02-09,1.09,10.2,0.027
2012-02-10,1.08,10.4,0.027
2012-02-11,1.05,10.7,0.027
2012-02-12,1.14,10.8,0.027
2012-02-13,1.17,11.3,0.027
2012-02-14,1.11,11.3,0.026
2012-02-15,0.933,9.61,0.025
2012-02-16,1.11,10.2,0.025
2012-02-17,1.18,10.8,0.025
2012-02-18,1.19,11.2,0.026
2012-02-19,1.17,11.4,0.025
2012-02-20,1.17,11.8,0.025
2012-02-21,1.17,12.4,0.025
2012-02-22,1.18,12.4,0.026
2012-02-23,0.998,11.8,0.025
2012-02-24,0.82,10.9,0.024
2012-02-25,0.865,10.2,0.025
2012-02-26,0.904,9.79,0.024
2012-02-27,0.915,9.61,0.025
2012-02-28,1.04,9.52,0.024
2012-02-29,1.14,9.79,0.024
2012-03-01,1.17,9.55,0.024
2012-03-02,1.1,7.82,0.024
2012-03-03,1.15,9.73,0.025
2012-03-04,1.26,13.0,0.027
2012-03-05,1.45,15.3,0.038
2012-03-06,1.25,15.3,0.038
2012-03-07,1.25,13.8,0.034
2012-03-08,1.23,12.4,0.033
2012-03-09,1.43,12.6,0.035
2012-03-10,1.58,14.6,0.044
2012-03-11,1.54,15.9,0.061
2012-03-12,1.4,15.5,0.062
2012-03-13,1.46,15.6,0.056
2012-03-14,1.25,14.5,0.05
2012-03-15,1.44,15.0,0.052
2012-03-16,1.79,21.9,0.098
2012-03-17,1.63,20.0,0.087
2012-03-18,1.52,17.4,0.072
2012-03-19,1.46,15.9,0.063
2012-03-20,1.3,15.0,0.057
2012-03-21,1.29,14.5,0.051
2012-03-22,1.35,14.5,0.048
2012-03-23,1.29,13.8,0.045
2012-03-24,1.31,13.4,0.042
2012-03-25,1.28,13.0,0.041
2012-03-26,1.36,14.0,0.049
2012-03-27,1.39,15.6,0.058
2012-03-28,1.51,16.9,0.07
2012-03-29,1.64,19.5,0.081
2012-03-30,2.27,30.9,0.187
2012-03-31,2.26,29.8,0.164
2012-04-01,2.29,28.1,0.136
2012-04-02,2.2,26.1,0.108
2012-04-03,2.18,24.5,0.098
2012-04-04,2.2,24.4,0.098
2012-04-05,2.11,23.3,0.095
2012-04-06,1.98,22.1,0.09
2012-04-07,1.94,21.6,0.086
2012-04-08,1.97,20.9,0.084
2012-04-09,1.97,21.6,0.094
2012-04-10,2.08,23.2,0.124
2012-04-11,2.42,26.1,0.184
2012-04-12,3.09,31.2,0.278
2012-04-13,3.33,33.7,0.257
2012-04-14,3.59,35.7,0.235
2012-04-15,3.37,35.2,0.186
2012-04-16,3.22,33.3,0.153
2012-04-17,3.25,33.2,0.145
2012-04-18,3.51,34.1,0.153
2012-04-19,3.79,34.5,0.148
2012-04-20,5.25,39.0,0.243
2012-04-21,6.55,45.7,0.364
2012-04-22,8.52,50.9,0.519
2012-04-23,14.6,71.3,0.833
2012-04-24,25.7,119.0,0.918
2012-04-25,30.2,160.0,0.932
2012-04-26,26.6,169.0,0.82
2012-04-27,24.8,172.0,0.776
2012-04-28,20.8,153.0,0.574
2012-04-29,18.3,140.0,0.486
2012-04-30,17.3,137.0,0.499
2012-05-01,16.4,136.0,0.531
2012-05-02,14.5,128.0,0.44
2012-05-03,12.9,119.0,0.358
2012-05-04,11.9,112.0,0.321
2012-05-05,11.3,106.0,0.293
2012-05-06,10.5,99.3,0.262
2012-05-07,10.7,94.9,0.272
2012-05-08,12.5,98.9,0.362
2012-05-09,16.2,121.0,0.53
2012-05-10,16.8,141.0,0.511
2012-05-11,14.3,134.0,0.381
2012-05-12,13.1,125.0,0.331
2012-05-13,13.8,127.0,0.378
2012-05-14,16.4,145.0,0.535
2012-05-15,20.3,174.0,0.748
2012-05-16,24.7,222.0,0.835
2012-05-17,25.4,255.0,0.693
2012-05-18,23.1,246.0,0.585
2012-05-19,19.4,214.0,0.503
2012-05-20,16.5,188.0,0.433
2012-05-21,15.6,177.0,0.469
2012-05-22,17.2,189.0,0.589
2012-05-23,17.6,206.0,0.581
2012-05-24,17.5,203.0,0.515
2012-05-25,15.7,191.0,0.429
2012-05-26,13.8,173.0,0.355
2012-05-27,12.4,159.0,0.304
2012-05-28,11.5,148.0,0.285
2012-05-29,11.3,143.0,0.318
2012-05-30,11.1,144.0,0.349
2012-05-31,11.1,147.0,0.393
2012-06-01,11.7,154.0,0.471
2012-06-02,14.9,187.0,0.687
2012-06-03,18.9,251.0,0.662
2012-06-04,17.9,265.0,0.602
2012-06-05,21.5,276.0,0.63
2012-06-06,29.4,351.0,0.676
2012-06-07,26.1,353.0,0.598
2012-06-08,22.1,293.0,0.535
2012-06-09,19.2,245.0,0.461
2012-06-10,16.9,214.0,0.395
2012-06-11,15.4,196.0,0.401
2012-06-12,15.8,205.0,0.48
2012-06-13,17.1,230.0,0.541
2012-06-14,17.4,240.0,0.513
2012-06-15,16.5,234.0,0.462
2012-06-16,15.4,223.0,0.442
2012-06-17,16.9,240.0,0.55
2012-06-18,17.6,264.0,0.512
2012-06-19,16.4,252.0,0.438
2012-06-20,15.5,236.0,0.409
2012-06-21,14.7,229.0,0.387
2012-06-22,14.9,231.0,0.401
2012-06-23,17.0,247.0,0.439
2012-06-24,24.4,283.0,0.491
2012-06-25,23.2,280.0,0.441
2012-06-26,25.6,266.0,0.496
2012-06-27,28.3,274.0,0.562
2012-06-28,24.4,248.0,0.45
2012-06-29,21.7,230.0,0.38
2012-06-30,19.9,216.0,0.336
2012-07-01,19.0,212.0,0.311
2012-07-02,17.9,208.0,0.277
2012-07-03,18.4,207.0,0.292
2012-07-04,17.4,196.0,0.258
2012-07-05,15.6,176.0,0.223
2012-07-06,14.5,163.0,0.2
2012-07-07,13.9,156.0,0.181
2012-07-08,13.6,154.0,0.17
2012-07-09,13.5,157.0,0.155
2012-07-10,13.3,157.0,0.14
2012-07-11,12.9,152.0,0.126
2012-07-12,12.3,148.0,0.114
2012-07-13,12.1,144.0,0.104
2012-07-14,12.3,146.0,0.13
2012-07-15,12.4,142.0,0.132
2012-07-16,12.4,145.0,0.114
2012-07-17,12.0,139.0,0.128
2012-07-18,11.1,134.0,0.12
